"jurisdiccion","fecha_sentencia","anio_sentencia","estado_sentencia","no_discriminacion","vida_sin_violencia","situacion_vulnerabilidad","tutela_judicial","politicos","educacion","trabajo","sexuales","civiles_patrimoniales","no_discrim_familia","materia","autos","quien_presenta","colectivo_o_individual","contra","reseña","unanimidad","voto","nombre_juez","sexo","anio_nacimiento","edad","año_ingreso_cj","antiguedad_cj","anio_ingreso_cargo","antiguedad_cargo","medidas_protectivas","aclaratoria_1","prueba","aclaratoria_2","normativa","aclaratoria_3","argumentacion","aclaratoria_4","reparacion","aclaratoria_5","link_sentencia","link_bio"
"Corrientes","17/10/2016","2016","Firme","0","1","0","0","0","0","1","0","0","0","Penal","M., L. C/ H. M. Y HSBC BANK ARGENTINA S/DAÑOS Y PERJUICIOS","Persona","Individual","Colectivo","El Superior Tribunal de Justicia de Corrientes, revocó una sentencia de la Cámara de Apelaciones Civil y Comercial, que había dejado sin efecto la de primera instancia, que había condenado a los accionados a abonar una suma de dinero en concepto de daño moral, psicológico, incapacidad sobreviniente y lucro cesante. Tuvo por acreditadas conductas de acoso sexual en el ámbito laboral. Destacó la dificultad probatoria que conlleva este tipo de actos y la necesidad de dar preeminencia al principio de primacía de la realidad. Como que los hechos se produjeron en un contexto de relativa privacidad, encontrándose la víctima en inferioridad de condiciones para acreditarlo; por lo que otorgó un importante valor a la prueba indiciaria y estableció que debe realizarse una visión integral de los elementos de prueba.","1","1","Luis Eduardo Rey Vázquez","0","1971","45","2015","1","2015","1","1","No se requerían","0","Enfoquemos entonces en primer lugar en que el término “acoso” traduce la idea de perseguir, sin dar tregua ni respiro, a una persona, y trasladada al plano sexual conlleva la idea de hacerlo a fin de obtener un favor sexual. La citada conducta puede ser ejercitada en el entorno laboral en razón de la situación de inferioridad jurídica y económica en que se encuentran los dependientes. La situación de subordinación jurídica obliga a obedecer órdenes y acatar instrucciones y la situación de subordinación económica contribuye a crear un clima de pasividad ante las directivas dadas, en la medida que su incumplimiento puede llevar al despido directo, y colocar en una situación de indigencia a quien necesita ""enajenar"" su capacidad de trabajo para subsistir. En el caso concreto, cuando se trata del lugar de trabajo, la prueba resulta furtiva, de difícil hallazgo, e incluso parece hacer un gran favor al acosador. ","0","No cita normativa","0.5","El Juez debe ser consciente de que en el terreno que nos movemos existe esta “dificultad probatoria” para que ella no sea sinónimo de “impunidad” y así, partiendo básicamente de las características propias de la dependencia laboral y las conductas humanas involucradas, se imponga el principio de primacía de la realidad .(...) Estos son los casos justamente calificados de “prueba difícil”, porque es evidente que el hecho que se pretende probar se produce en un contexto de relativa privacidad y que la víctima se encuentra en inferioridad de condiciones para acreditarlo, lo que se intenta paliar mediante la flexibilización de la carga probatoria en beneficio del más débil con institutos como el de las pruebas “leviores” o el “favor probationis” (...) estos indicios nos permiten presumir, conforme al orden natural de las cosas, la veracidad de la versión de la demanda que alude a hechos sucedidos en soledad pero cuyas consecuencias han dejado huellas. Y traslucen el dogmatismo de la conclusión que considera claramente demostrada la inexistencia de los hechos de acoso sexual y los padecimientos psicológicos sufridos por la actora como consecuencia de ello.  ","1","Compensación: ""Con costas devengadas en todas las instancias ordinarias y esta extraordinaria a los codemandados vencidos y devolución del depósito económico""","https://om.csjn.gov.ar/JurisprudenciaOM/consultaOM/verDoc.html?idJuri=4295","https://www.dateas.com/es/persona/luis-eduardo-rey-vazquez-20229372581 ; https://www.linkedin.com/in/dr-luis-eduardo-rey-vazquez-46938847/details/experience/"
"Corrientes","17/10/2016","2016","Firme","0","1","0","0","0","0","1","0","0","0","Penal","M., L. C/ H. M. Y HSBC BANK ARGENTINA S/DAÑOS Y PERJUICIOS","Persona","Individual","Colectivo","El Superior Tribunal de Justicia de Corrientes, revocó una sentencia de la Cámara de Apelaciones Civil y Comercial, que había dejado sin efecto la de primera instancia, que había condenado a los accionados a abonar una suma de dinero en concepto de daño moral, psicológico, incapacidad sobreviniente y lucro cesante. Tuvo por acreditadas conductas de acoso sexual en el ámbito laboral. Destacó la dificultad probatoria que conlleva este tipo de actos y la necesidad de dar preeminencia al principio de primacía de la realidad. Como que los hechos se produjeron en un contexto de relativa privacidad, encontrándose la víctima en inferioridad de condiciones para acreditarlo; por lo que otorgó un importante valor a la prueba indiciaria y estableció que debe realizarse una visión integral de los elementos de prueba.","1","1","Eduardo Gilberto Panseri","0","1953","63","2003","13","2014","2","1","No se requerían","0","Enfoquemos entonces en primer lugar en que el término “acoso” traduce la idea de perseguir, sin dar tregua ni respiro, a una persona, y trasladada al plano sexual conlleva la idea de hacerlo a fin de obtener un favor sexual. La citada conducta puede ser ejercitada en el entorno laboral en razón de la situación de inferioridad jurídica y económica en que se encuentran los dependientes. La situación de subordinación jurídica obliga a obedecer órdenes y acatar instrucciones y la situación de subordinación económica contribuye a crear un clima de pasividad ante las directivas dadas, en la medida que su incumplimiento puede llevar al despido directo, y colocar en una situación de indigencia a quien necesita ""enajenar"" su capacidad de trabajo para subsistir. En el caso concreto, cuando se trata del lugar de trabajo, la prueba resulta furtiva, de difícil hallazgo, e incluso parece hacer un gran favor al acosador. ","0","No cita normativa","0.5","El Juez debe ser consciente de que en el terreno que nos movemos existe esta “dificultad probatoria” para que ella no sea sinónimo de “impunidad” y así, partiendo básicamente de las características propias de la dependencia laboral y las conductas humanas involucradas, se imponga el principio de primacía de la realidad .(...) Estos son los casos justamente calificados de “prueba difícil”, porque es evidente que el hecho que se pretende probar se produce en un contexto de relativa privacidad y que la víctima se encuentra en inferioridad de condiciones para acreditarlo, lo que se intenta paliar mediante la flexibilización de la carga probatoria en beneficio del más débil con institutos como el de las pruebas “leviores” o el “favor probationis” (...) estos indicios nos permiten presumir, conforme al orden natural de las cosas, la veracidad de la versión de la demanda que alude a hechos sucedidos en soledad pero cuyas consecuencias han dejado huellas. Y traslucen el dogmatismo de la conclusión que considera claramente demostrada la inexistencia de los hechos de acoso sexual y los padecimientos psicológicos sufridos por la actora como consecuencia de ello.  ","1","Compensación: ""Con costas devengadas en todas las instancias ordinarias y esta extraordinaria a los codemandados vencidos y devolución del depósito económico""","https://om.csjn.gov.ar/JurisprudenciaOM/consultaOM/verDoc.html?idJuri=4295","https://www.dateas.com/es/persona/eduardo-gilberto-panseri-20108443635 http://www.mitrecorrientes.com/radix/nota/05960_eduardo-panseri-asumio-como-nuevo-ministro-del-superior-tribunal-de-justicia-de-corrientes.htm"
"Corrientes","17/10/2016","2016","Firme","0","1","0","0","0","0","1","0","0","0","Penal","M., L. C/ H. M. Y HSBC BANK ARGENTINA S/DAÑOS Y PERJUICIOS","Persona","Individual","Colectivo","El Superior Tribunal de Justicia de Corrientes, revocó una sentencia de la Cámara de Apelaciones Civil y Comercial, que había dejado sin efecto la de primera instancia, que había condenado a los accionados a abonar una suma de dinero en concepto de daño moral, psicológico, incapacidad sobreviniente y lucro cesante. Tuvo por acreditadas conductas de acoso sexual en el ámbito laboral. Destacó la dificultad probatoria que conlleva este tipo de actos y la necesidad de dar preeminencia al principio de primacía de la realidad. Como que los hechos se produjeron en un contexto de relativa privacidad, encontrándose la víctima en inferioridad de condiciones para acreditarlo; por lo que otorgó un importante valor a la prueba indiciaria y estableció que debe realizarse una visión integral de los elementos de prueba.","1","1","Alejandro Alberto Chaín","0","1967","49",,,"2011","5","1","No se requerían","0","Enfoquemos entonces en primer lugar en que el término “acoso” traduce la idea de perseguir, sin dar tregua ni respiro, a una persona, y trasladada al plano sexual conlleva la idea de hacerlo a fin de obtener un favor sexual. La citada conducta puede ser ejercitada en el entorno laboral en razón de la situación de inferioridad jurídica y económica en que se encuentran los dependientes. La situación de subordinación jurídica obliga a obedecer órdenes y acatar instrucciones y la situación de subordinación económica contribuye a crear un clima de pasividad ante las directivas dadas, en la medida que su incumplimiento puede llevar al despido directo, y colocar en una situación de indigencia a quien necesita ""enajenar"" su capacidad de trabajo para subsistir. En el caso concreto, cuando se trata del lugar de trabajo, la prueba resulta furtiva, de difícil hallazgo, e incluso parece hacer un gran favor al acosador. ","0","No cita normativa","0.5","El Juez debe ser consciente de que en el terreno que nos movemos existe esta “dificultad probatoria” para que ella no sea sinónimo de “impunidad” y así, partiendo básicamente de las características propias de la dependencia laboral y las conductas humanas involucradas, se imponga el principio de primacía de la realidad .(...) Estos son los casos justamente calificados de “prueba difícil”, porque es evidente que el hecho que se pretende probar se produce en un contexto de relativa privacidad y que la víctima se encuentra en inferioridad de condiciones para acreditarlo, lo que se intenta paliar mediante la flexibilización de la carga probatoria en beneficio del más débil con institutos como el de las pruebas “leviores” o el “favor probationis” (...) estos indicios nos permiten presumir, conforme al orden natural de las cosas, la veracidad de la versión de la demanda que alude a hechos sucedidos en soledad pero cuyas consecuencias han dejado huellas. Y traslucen el dogmatismo de la conclusión que considera claramente demostrada la inexistencia de los hechos de acoso sexual y los padecimientos psicológicos sufridos por la actora como consecuencia de ello.  ","1","Compensación: ""Con costas devengadas en todas las instancias ordinarias y esta extraordinaria a los codemandados vencidos y devolución del depósito económico""","https://om.csjn.gov.ar/JurisprudenciaOM/consultaOM/verDoc.html?idJuri=4295","https://www.dateas.com/es/persona/alejandro-alberto-chain-20178982800 ; https://www.cij.gov.ar/nota-7364-Asume-nuevo-ministro-del-Superior-Tribunal-de-Justicia.html"
"Corrientes","19/2/2019","2019","Firme","0","1","1","1","0","0","0","0","0","0","Penal","M., M. E. P/ ABUSO SEXUAL CON ACCESO CARNAL AGRAVADO POR EL VINCULO (Hermano) - MERCEDES","Defensa","Individual","Individual","El Superior Tribunal de Justicia de Corrientes, confirmó la sentencia de un TOP, que había condenado al imputado (hermano de la víctima), por el delito de abuso sexual agravado por el vínculo. Para ello meritó y ratificó el valor convictivo que el Tribunal de juicio había otorgado a la declaración de la víctima en Cámara Gesell, el contexto familiar, social, cultural y económico de la familia. A lo que agregó el estado de vulnerabilidad propia de las víctimas de ese delito, sumado a su condición de niña y la amplitud probatoria existente en la materia para acreditar los hechos denunciados; así como el bien jurídico protegido en el título III del Código Penal: ""Delitos contra la integridad sexual"".","1","1","Alejandro Alberto Chaín","0","1967","52",,,"2011","8",,"Recurso de casación - no aplica","0","Este valioso testimonio, brindado por la propia víctima, permite despejar toda duda pues describe de manera detallada el modo en que ocurrió el sucesso crimini, el lugar, la hora de ocurrencia, la duración del mismo y la autoría del injusto (...) este tipo de delito lleva ínsito una dificultad probatoria que exige al sentenciante un cuidado especial para sopesar las pruebas, en la mayoría de los casos de esta naturaleza, los lugares de comisión se corresponden a ámbitos privados, alejados de la vista de terceras personas que conlleva a la ausencia de testigos directos y sin la existencia de rastros o evidencias físicas. Es así, que la declaración de la víctima juega un rol fundamental en estos casos.","1","sumado a la condición de fémina, la Convención Belem do Pará, por lo que en estos casos se deben llevar adelante las medidas más adecuadas, para mitigar los efectos nocivos o negativos del ilícito (también conocido como victimización primaria) y, a su vez, procurar que el daño no se vea potenciado como consecuencia de su participación con el sistema de justicia (victimización     secundaria); en todas las fases del procedimiento penal, en aras de salvaguardar la integridad física y psicológica de la niña. (...) Por otra parte, la ley 26.485 de Protección Integral a las Mujeres, consagra en su art. 16 Inc. i) la amplitud probatoria para acreditar los hechos denunciados, teniendo en cuenta las circunstancias especiales en las que se desarrollan los actos de violencia y quiénes son sus naturales testigos","0","De ello se verifica entonces, acreditados los hechos en sus circunstancias de modo, tiempo y lugar, surgiendo que lo analizado da cuenta de que las manifestaciones vertidas por la víctima en distintas etapas del proceso resultan coherentes y respaldadas por las demás pruebas que fueron analizadas por el tribunal de debate, brindando el grado de certeza suficiente para arribar a una condena, teniendo en cuenta que los hechos se encuentran acreditados y demostrados sin ninguna duda de culpabilidad, construidos mediante el razonamiento apoyado en las reglas de la lógica y de la experiencia. (...) Cabe resaltar además que, la sentencia se basta a sí misma, explica razonadamente en el caso concreto que el hecho se encuentra probado, la autoría del imputado, relaciona razonadamente las probanzas en la responsabilidad del autor, su calificación legal y por último su correspondiente pena. Por ello, es que corresponde rechazar el recurso, por encontrar a la sentencia en su conformación inamovible en sus fundamentos la que ha arribado a una solución que resulta inobjetable con los argumentos expuestos por el recurrente. En este sentido, debo decir que todos los elementos de prueba valorados han brindado el grado de certeza necesaria en la decisión del juzgador, para dictar una sentencia condenatoria, teniendo en cuenta que el hecho se encuentra acreditado y demostrado sin ninguna duda la culpabilidad, así como su acción dolosa, tal como lo resalta el tribunal en la sentencia todo lo cual se halla construido mediante el razonamiento apoyado en reglas de la lógica, y de la experiencia común en la especie","1","Satisfacción: confirman pena ""Rechazar el recurso de casación presentado por la defensa a fs. 388/389vta., confirmándose la condena impuesta a M. E. M., en la sentencia N° 43/17 del T.O.P. de Mercedes""","https://om.csjn.gov.ar/JurisprudenciaOM/consultaOM/verDoc.html?idJuri=4290",""
"Corrientes","19/2/2019","2019","Firme","0","1","1","1","0","0","0","0","0","0","Penal","M., M. E. P/ ABUSO SEXUAL CON ACCESO CARNAL AGRAVADO POR EL VINCULO (Hermano) - MERCEDES","Defensa","Individual","Individual","El Superior Tribunal de Justicia de Corrientes, confirmó la sentencia de un TOP, que había condenado al imputado (hermano de la víctima), por el delito de abuso sexual agravado por el vínculo. Para ello meritó y ratificó el valor convictivo que el Tribunal de juicio había otorgado a la declaración de la víctima en Cámara Gesell, el contexto familiar, social, cultural y económico de la familia. A lo que agregó el estado de vulnerabilidad propia de las víctimas de ese delito, sumado a su condición de niña y la amplitud probatoria existente en la materia para acreditar los hechos denunciados; así como el bien jurídico protegido en el título III del Código Penal: ""Delitos contra la integridad sexual"".","1","1","Eduardo Gilberto Panseri","0","1953","66","2003","16","2014","5",,"Recurso de casación - no aplica","0","Adhiere al voto","1","Adhiere al voto","0","Adhiere al voto","1","Satisfacción: confirman pena ""Rechazar el recurso de casación presentado por la defensa a fs. 388/389vta., confirmándose la condena impuesta a M. E. M., en la sentencia N° 43/17 del T.O.P. de Mercedes""","https://om.csjn.gov.ar/JurisprudenciaOM/consultaOM/verDoc.html?idJuri=4290",""
"Corrientes","19/2/2019","2019","Firme","0","1","1","1","0","0","0","0","0","0","Penal","M., M. E. P/ ABUSO SEXUAL CON ACCESO CARNAL AGRAVADO POR EL VINCULO (Hermano) - MERCEDES","Defensa","Individual","Individual","El Superior Tribunal de Justicia de Corrientes, confirmó la sentencia de un TOP, que había condenado al imputado (hermano de la víctima), por el delito de abuso sexual agravado por el vínculo. Para ello meritó y ratificó el valor convictivo que el Tribunal de juicio había otorgado a la declaración de la víctima en Cámara Gesell, el contexto familiar, social, cultural y económico de la familia. A lo que agregó el estado de vulnerabilidad propia de las víctimas de ese delito, sumado a su condición de niña y la amplitud probatoria existente en la materia para acreditar los hechos denunciados; así como el bien jurídico protegido en el título III del Código Penal: ""Delitos contra la integridad sexual"".","1","1","Guillermo Horacio Semhan","0","1957","62",,,"2003","16",,"Recurso de casación - no aplica","0","Adhiere al voto","1","Adhiere al voto","0","Adhiere al voto","1","Satisfacción: confirman pena ""Rechazar el recurso de casación presentado por la defensa a fs. 388/389vta., confirmándose la condena impuesta a M. E. M., en la sentencia N° 43/17 del T.O.P. de Mercedes""","https://om.csjn.gov.ar/JurisprudenciaOM/consultaOM/verDoc.html?idJuri=4290",""
"Corrientes","19/2/2019","2019","Firme","0","1","1","1","0","0","0","0","0","0","Penal","M., M. E. P/ ABUSO SEXUAL CON ACCESO CARNAL AGRAVADO POR EL VINCULO (Hermano) - MERCEDES","Defensa","Individual","Individual","El Superior Tribunal de Justicia de Corrientes, confirmó la sentencia de un TOP, que había condenado al imputado (hermano de la víctima), por el delito de abuso sexual agravado por el vínculo. Para ello meritó y ratificó el valor convictivo que el Tribunal de juicio había otorgado a la declaración de la víctima en Cámara Gesell, el contexto familiar, social, cultural y económico de la familia. A lo que agregó el estado de vulnerabilidad propia de las víctimas de ese delito, sumado a su condición de niña y la amplitud probatoria existente en la materia para acreditar los hechos denunciados; así como el bien jurídico protegido en el título III del Código Penal: ""Delitos contra la integridad sexual"".","1","1","Luis Eduardo Rey Vázquez","0","1971","48","2015","4","2015","4",,"Recurso de casación - no aplica","0","Adhiere al voto","1","Adhiere al voto","0","Adhiere al voto","1","Satisfacción: confirman pena ""Rechazar el recurso de casación presentado por la defensa a fs. 388/389vta., confirmándose la condena impuesta a M. E. M., en la sentencia N° 43/17 del T.O.P. de Mercedes""","https://om.csjn.gov.ar/JurisprudenciaOM/consultaOM/verDoc.html?idJuri=4290",""
"Corrientes","19/2/2019","2019","Firme","0","1","1","1","0","0","0","0","0","0","Penal","M., M. E. P/ ABUSO SEXUAL CON ACCESO CARNAL AGRAVADO POR EL VINCULO (Hermano) - MERCEDES","Defensa","Individual","Individual","El Superior Tribunal de Justicia de Corrientes, confirmó la sentencia de un TOP, que había condenado al imputado (hermano de la víctima), por el delito de abuso sexual agravado por el vínculo. Para ello meritó y ratificó el valor convictivo que el Tribunal de juicio había otorgado a la declaración de la víctima en Cámara Gesell, el contexto familiar, social, cultural y económico de la familia. A lo que agregó el estado de vulnerabilidad propia de las víctimas de ese delito, sumado a su condición de niña y la amplitud probatoria existente en la materia para acreditar los hechos denunciados; así como el bien jurídico protegido en el título III del Código Penal: ""Delitos contra la integridad sexual"".","1","1","Fernando Augusto Niz","0","1975","44","2002","17","2002","17",,"Recurso de casación - no aplica","0","Adhiere al voto","1","Adhiere al voto","0","Adhiere al voto","1","Satisfacción: confirman pena ""Rechazar el recurso de casación presentado por la defensa a fs. 388/389vta., confirmándose la condena impuesta a M. E. M., en la sentencia N° 43/17 del T.O.P. de Mercedes""","https://om.csjn.gov.ar/JurisprudenciaOM/consultaOM/verDoc.html?idJuri=4290",""
"Corrientes","19/2/2019","2019","Firme","1","0","0","0","0","0","1","0","0","0","Laboral","M. M. F. C/ Z. S.R.L. Y/O Q.R.R. S/ IND.; ETC.","Persona","Individual","Colectivo","El Superior Tribunal hizo lugar parcialmente al recurso de inaplicabilidad de ley interpuesto por la empleadora contra la sentencia de la Cámara de Apelaciones Laboral que al resolver, invalidó el recibo de liquidación final presentado por la demandada y condenó a esta última a pagar los rubros indemnizatorios reclamados derivados de la ruptura sin causa del contrato de trabajo; con más los daños y perjuicios a consecuencia del despido tenido como discriminatorio (arts. 1 de la ley 23.592; 178, 183 y c.c. de la LCT -t.o.-). Se consideró que el despido obedeció al hecho de que la actora se encontraba en tratamiento de fertilización asistida al momento del despido, violándose normativa internacional con jerarquía constitucional. En consecuencia, se ordenó modificar la sentencia en cuanto al cálculo de intereses y se confirmó la misma en cuanto a considerar al despido discriminatorio.","0","1","Fernando Augusto Niz","0","1975","44","2002","17","2002","17","1","No se requerían","0","Repárese que la actora en su demanda (fs. 2/14 vta.) expresó que en el año 2013 junto a su marido comenzaron un tratamiento de fertilización asistida en la ciudad de Buenos Aires pues nunca pudieron ser padres, comunicándoselo a su empleadora. Refirió a los viajes que tuvo que realizar (3 o 4 veces por año, en cada ocasión quedarse 2 o 3 días; dando aviso suficiente a la demandada) y sostuvo que el clima en la empresa comenzó a enrarecer sobre finales del año 2015, cuando fue preguntada por los socios gerentes y la contadora (lo cual no había sucedido anteriormente) para cuanto más tenía, si iba a viajar de nuevo, que intentara no demorar más. Dijo que si bien jamás tuvo inconveniente, cuando manifestó que los médicos llevarían adelante la fertilización sobre finales del año 2015, en esa última instancia, ya con la orden médica generada para asistir a aquella ciudad a la clínica J. S., con el turno asignado para el día 01 de agosto de 2015 por los médicos que la asistieron durante todo el tratamiento, habiendo comunicado de esta situación a la demandada y presentado los respectivos certificados y formularios de derivación. Que al regresar, pues concurrió a la ciudad de Buenos Aires, se presentó a trabajar y manifestó que estaba todo listo para implantarse, que tenía turno para el 26 de octubre y otro en diciembre, teniendo la desagradable sorpresa del despido materializado el 06 de agosto de 2015, sin previo aviso y sin causa, vejatorio para su persona y que provocara su desesperación por quedar sin obra social (OSECAC) y probablemente sin la posibilidad de continuar su tratamiento.","1","la ley 23.179 que aprobó la Convención sobre Eliminación de todas las formas de Discriminación contra la Mujer suscripta por la República Argentina el 17 de julio de 1980, regula en el art. 5 inc. b) que los Estados partes tomarán todas las medidas apropiadas para garantizar que la educación familiar incluya una comprensión adecuada de la maternidad como función social. Asimismo el art. 11 apartado 1, inc. f) garantiza a la mujer que el estado adoptará todas las medidas apropiadas para eliminar su discriminación en la esfera del empleo con el fin de asegurar -en particular-  su derecho a la protección de la salud y a la seguridad en las condiciones de trabajo, incluso la salvaguarda de la función de reproducción . Ese mismo artículo en el apartado 2) y con el fin de impedir la discriminación contra la mujer por razones de matrimonio o maternidad y asegurar la efectividad de su derecho a trabajar, procedió a regular la legislación protectora relacionada con esas cuestiones prohibiendo -bajo pena de sanciones- el despido por motivo de embarazo o licencia de maternidad, agregando el apartado 3) que dicha legislación protectora sería examinada periódicamente a la luz de los conocimientos científicos y tecnológicos, revisándose, derogándose o ampliándose según corresponda. Particularmente el art. 12 apartado 1) de esta misma Convención prescribe que los Estados partes adoptarán todas las medidas apropiadas para eliminar discriminación contra la mujer en la esfera de la atención médica a fin de asegurar, en condiciones de igualdad, el acceso a servicios de atención médica, inclusive los que se refieren a la planificación de la familia . Repitiéndose igual protección en el art. 14 inc. 2, b). Esquema normativo que protege a la mujer y la función de reproducción; como de su acceso a los servicios médicos para planificar una familia, tal es también el tratamiento al que se estaba sometiendo la actora para quedar embarazada en el presente caso. Acompaña aquella protección legal lo disciplinado en el art. 1 de la ley 23.592 recordando acerca de que quien menoscabe derechos y garantías fundamentales reconocidos por la ley fundamental será obligado, a pedido del damnificado, a dejar sin efecto el acto discriminatorio o cesar en su realización y reparar el daño moral y material ocasionado.  Este principio (igualdad y no discriminación), como lo expuso la Cámara nombrando jurisprudencia de este Alto Cuerpo, ingresó  en el dominio del ""jus cogens"" y acarrea obligaciones erga omnes de protección que vinculan a todos los Estados y generan efectos con respecto a terceros, inclusive particulares. ","1","si bien no puede desconocerse en autos que la demandada acompañó el comienzo del procedimiento de reproducción médica asistida a través de las licencias que otorgó a la actora, proceder a rescindir el contrato de trabajo sin causa en tiempo concomitante a una etapa final de aquél, es decir a la fecha en que se produciría la fertilización del óvulo y su implantación (como se expresó en el escrito inicial, turnos otorgados a ese fin en Buenos Aires y no cuestionados), desamparándola, pues lógicamente la Obra Social (OSECAC) no cubrió el gasto atento la desvinculación operada; importó un comportamiento ajeno a los criterios de colaboración y solidaridad que impregnan el ordenamiento jurídico laboral (arts. 62, 63 de la LCT), contrario al respeto de la dignidad de la trabajadora. Y siendo el tratamiento de fertilización sólo previsto para la mujer, impedir -como ocurrió en autos- su finalización, más allá del resultado (probabilidad de quedar embarazada), importó un trato discriminatorio para esta mujer actora, contrario a derecho (art. 81 de la LCT y normativa internacional con jerarquía constitucional anteriormente detallada). ","1","Compensación: ""Por todo lo expuesto, de compartir mis pares este voto corresponde rechazar el recurso de inaplicabilidad de ley en análisis, confirmar la sentencia impugnada, con costas a la vencida y pérdida del depósito de ley. ""","https://om.csjn.gov.ar/JurisprudenciaOM/consultaOM/verDoc.html?idJuri=4485",""
"Corrientes","19/2/2019","2019","Firme","1","0","0","0","0","0","1","0","0","0","Laboral","M. M. F. C/ Z. S.R.L. Y/O Q.R.R. S/ IND.; ETC.","Persona","Individual","Colectivo","El Superior Tribunal hizo lugar parcialmente al recurso de inaplicabilidad de ley interpuesto por la empleadora contra la sentencia de la Cámara de Apelaciones Laboral que al resolver, invalidó el recibo de liquidación final presentado por la demandada y condenó a esta última a pagar los rubros indemnizatorios reclamados derivados de la ruptura sin causa del contrato de trabajo; con más los daños y perjuicios a consecuencia del despido tenido como discriminatorio (arts. 1 de la ley 23.592; 178, 183 y c.c. de la LCT -t.o.-). Se consideró que el despido obedeció al hecho de que la actora se encontraba en tratamiento de fertilización asistida al momento del despido, violándose normativa internacional con jerarquía constitucional. En consecuencia, se ordenó modificar la sentencia en cuanto al cálculo de intereses y se confirmó la misma en cuanto a considerar al despido discriminatorio.","0","1","Eduardo Gilberto Panseri","0","1953","66","2003","16","2014","5","1","No se requerían","0","Adhiere al voto","0","No cita normativa","1","Adhiere al voto","0.5","Compensación: ""Hacer lugar parcialmente al recurso de inaplicabilidad de ley interpuesto, modificar la sentencia recurrida en materia de intereses y fijar para todo el período señalado por la Cámara la tasa activa segmento 1 que aplica el Banco de Corrientes S.A. en sus operaciones de descuento de documentos comerciales, con costas a la vencida en consideración al tratamiento de las restantes cuestiones –las que se confirman-, con pérdida del depósito de ley.""","https://om.csjn.gov.ar/JurisprudenciaOM/consultaOM/verDoc.html?idJuri=4485",""
"Corrientes","19/2/2019","2019","Firme","1","0","0","0","0","0","1","0","0","0","Laboral","M. M. F. C/ Z. S.R.L. Y/O Q.R.R. S/ IND.; ETC.","Persona","Individual","Colectivo","El Superior Tribunal hizo lugar parcialmente al recurso de inaplicabilidad de ley interpuesto por la empleadora contra la sentencia de la Cámara de Apelaciones Laboral que al resolver, invalidó el recibo de liquidación final presentado por la demandada y condenó a esta última a pagar los rubros indemnizatorios reclamados derivados de la ruptura sin causa del contrato de trabajo; con más los daños y perjuicios a consecuencia del despido tenido como discriminatorio (arts. 1 de la ley 23.592; 178, 183 y c.c. de la LCT -t.o.-). Se consideró que el despido obedeció al hecho de que la actora se encontraba en tratamiento de fertilización asistida al momento del despido, violándose normativa internacional con jerarquía constitucional. En consecuencia, se ordenó modificar la sentencia en cuanto al cálculo de intereses y se confirmó la misma en cuanto a considerar al despido discriminatorio.","0","1","Luis Eduardo Rey Vázquez","0","1971","48","2015","4","2015","4","1","No se requerían","0","Adhiere al voto","0","No cita normativa","1","Adhiere al voto","0.5","Compensación: ""Hacer lugar parcialmente al recurso de inaplicabilidad de ley interpuesto, modificar la sentencia recurrida en materia de intereses y fijar para todo el período señalado por la Cámara la tasa activa segmento 1 que aplica el Banco de Corrientes S.A. en sus operaciones de descuento de documentos comerciales, con costas a la vencida en consideración al tratamiento de las restantes cuestiones –las que se confirman-, con pérdida del depósito de ley.""","https://om.csjn.gov.ar/JurisprudenciaOM/consultaOM/verDoc.html?idJuri=4485",""
"Corrientes","19/2/2019","2019","Firme","1","0","0","0","0","0","1","0","0","0","Laboral","M. M. F. C/ Z. S.R.L. Y/O Q.R.R. S/ IND.; ETC.","Persona","Individual","Colectivo","El Superior Tribunal hizo lugar parcialmente al recurso de inaplicabilidad de ley interpuesto por la empleadora contra la sentencia de la Cámara de Apelaciones Laboral que al resolver, invalidó el recibo de liquidación final presentado por la demandada y condenó a esta última a pagar los rubros indemnizatorios reclamados derivados de la ruptura sin causa del contrato de trabajo; con más los daños y perjuicios a consecuencia del despido tenido como discriminatorio (arts. 1 de la ley 23.592; 178, 183 y c.c. de la LCT -t.o.-). Se consideró que el despido obedeció al hecho de que la actora se encontraba en tratamiento de fertilización asistida al momento del despido, violándose normativa internacional con jerarquía constitucional. En consecuencia, se ordenó modificar la sentencia en cuanto al cálculo de intereses y se confirmó la misma en cuanto a considerar al despido discriminatorio.","0","1","Alejandro Alberto Chaín","0","1967","52",,,"2011","8","1","No se requerían","0","Adhiere al voto","0","Adhiere al voto de Rey Vázquez","1","Adhiere al voto","0.5","Compensación: ""Hacer lugar parcialmente al recurso de inaplicabilidad de ley interpuesto, modificar la sentencia recurrida en materia de intereses y fijar para todo el período señalado por la Cámara la tasa activa segmento 1 que aplica el Banco de Corrientes S.A. en sus operaciones de descuento de documentos comerciales, con costas a la vencida en consideración al tratamiento de las restantes cuestiones –las que se confirman-, con pérdida del depósito de ley.""","https://om.csjn.gov.ar/JurisprudenciaOM/consultaOM/verDoc.html?idJuri=4485",""
